customer_id,customer_name,gender,age,city,state,customer_segment,signup_date
CUST0042,Customer_0042,Female,32,Kochi,Kerala,Corporate,2023-06-20
CUST0043,Customer_0043,Female,59,Mumbai,Maharashtra,Small Business,2024-12-28
CUST0044,Customer_0044,Female,21,Jaipur,Rajasthan,Corporate,2025-06-13
CUST0045,Customer_0045,Female,46,Ahmedabad,Gujarat,Small Business,2025-06-04
CUST0046,Customer_0046,Female,37,Chennai,Tamil Nadu,Small Business,2025-05-24
CUST0047,Customer_0047,Female,36,Kochi,Kerala,Corporate,2023-11-18
CUST0048,Customer_0048,Male,53,Chennai,Tamil Nadu,Small Business,2023-11-13
CUST0049,Customer_0049,Female,55,Ahmedabad,Gujarat,Small Business,2024-08-09
CUST0050,Customer_0050,Male,54,Hyderabad,Telangana,Corporate,2024-06-04
CUST0051,Customer_0051,Female,25,Pune,Maharashtra,Small Business,2024-12-17
CUST0052,Customer_0052,Male,25,Delhi,Delhi,Corporate,2023-07-26
CUST0053,Customer_0053,Female,25,Kolkata,West Bengal,Small Business,2023-04-21
CUST0054,Customer_0054,Female,49,Ahmedabad,Gujarat,Corporate,2024-06-01
CUST0055,Customer_0055,Male,46,Jaipur,Rajasthan,Consumer,2024-06-09
CUST0056,Customer_0056,Female,48,Mumbai,Maharashtra,Consumer,2023-01-26
CUST0057,Customer_0057,Male,48,Mumbai,Maharashtra,Corporate,2023-10-10
CUST0058,Customer_0058,Male,41,Mumbai,Maharashtra,Corporate,2024-02-13
CUST0059,Customer_0059,Female,23,Mumbai,Maharashtra,Corporate,2024-10-08
CUST0060,Customer_0060,Male,59,Chennai,Tamil Nadu,Consumer,2024-05-18
CUST0061,Customer_0061,Male,36,Ahmedabad,Gujarat,Corporate,2024-10-03
CUST0062,Customer_0062,Male,60,Ahmedabad,Gujarat,Corporate,2024-01-31
CUST0063,Customer_0063,Female,31,Jaipur,Rajasthan,Corporate,2024-12-29
CUST0064,Customer_0064,Male,30,Mumbai,Maharashtra,Consumer,2023-11-16
CUST0065,Customer_0065,Female,54,Jaipur,Rajasthan,Corporate,2023-06-29
CUST0066,Customer_0066,Male,27,Kochi,Kerala,Consumer,2024-01-20
CUST0067,Customer_0067,Male,44,Kolkata,West Bengal,Small Business,2023-07-30
CUST0068,Customer_0068,Female,37,Kochi,Kerala,Consumer,2024-11-28
CUST0069,Customer_0069,Male,30,Hyderabad,Telangana,Small Business,2023-11-26
CUST0070,Customer_0070,Female,59,Jaipur,Rajasthan,Small Business,2023-07-24
CUST0071,Customer_0071,Male,31,Pune,Maharashtra,Corporate,2025-01-03
CUST0072,Customer_0072,Male,50,Ahmedabad,Gujarat,Small Business,2024-02-16
CUST0073,Customer_0073,Female,45,Pune,Maharashtra,Small Business,2024-11-16
CUST0074,Customer_0074,Female,34,Pune,Maharashtra,Consumer,2023-04-12
CUST0075,Customer_0075,Male,22,Delhi,Delhi,Consumer,2025-04-09
CUST0076,Customer_0076,Female,46,Jaipur,Rajasthan,Small Business,2024-08-16
CUST0077,Customer_0077,Male,36,Ahmedabad,Gujarat,Consumer,2024-12-18
CUST0078,Customer_0078,Female,40,Jaipur,Rajasthan,Consumer,2023-06-01
CUST0079,Customer_0079,Female,44,Ahmedabad,Gujarat,Consumer,2024-01-15
CUST0080,Customer_0080,Male,54,Chennai,Tamil Nadu,Consumer,2024-08-07
CUST0081,Customer_0081,Male,46,Pune,Maharashtra,Small Business,2023-07-12
CUST0082,Customer_0082,Male,22,Mumbai,Maharashtra,Small Business,2023-08-19
CUST0083,Customer_0083,Female,48,Kochi,Kerala,Small Business,2023-03-16
CUST0084,Customer_0084,Female,52,Mumbai,Maharashtra,Small Business,2023-06-05
CUST0085,Customer_0085,Male,51,Kochi,Kerala,Small Business,2024-07-02
CUST0086,Customer_0086,Male,30,Delhi,Delhi,Corporate,2023-06-06
CUST0087,Customer_0087,Female,25,Pune,Maharashtra,Small Business,2023-11-02
CUST0088,Customer_0088,Female,33,Bengaluru,Karnataka,Corporate,2023-07-10
CUST0089,Customer_0089,Female,31,Pune,Maharashtra,Consumer,2023-12-27
CUST0090,Customer_0090,Male,46,Kochi,Kerala,Consumer,2024-05-21
CUST0091,Customer_0091,Female,43,Hyderabad,Telangana,Small Business,2023-04-17
CUST0092,Customer_0092,Female,33,Pune,Maharashtra,Small Business,2024-02-23
CUST0093,Customer_0093,Female,41,Jaipur,Rajasthan,Consumer,2024-03-09
CUST0094,Customer_0094,Female,43,Mumbai,Maharashtra,Small Business,2024-05-29
CUST0095,Customer_0095,Female,22,Jaipur,Rajasthan,Small Business,2024-10-10
CUST0096,Customer_0096,Male,31,Delhi,Delhi,Corporate,2024-05-20
CUST0097,Customer_0097,Female,34,Hyderabad,Telangana,Small Business,2023-10-14
CUST0098,Customer_0098,Female,40,Kochi,Kerala,Corporate,2024-06-30
CUST0099,Customer_0099,Male,21,Mumbai,Maharashtra,Corporate,2024-04-20
CUST0100,Customer_0100,Male,59,Chennai,Tamil Nadu,Consumer,2024-09-20
CUST0101,Customer_0101,Female,32,Kolkata,West Bengal,Small Business,2024-10-24
CUST0102,Customer_0102,Female,35,Jaipur,Rajasthan,Small Business,2024-02-27
CUST0103,Customer_0103,Male,44,Jaipur,Rajasthan,Consumer,2023-10-20
CUST0104,Customer_0104,Female,43,Mumbai,Maharashtra,Small Business,2024-02-20
CUST0105,Customer_0105,Female,22,Delhi,Delhi,Corporate,2024-08-09
CUST0106,Customer_0106,Female,34,Kochi,Kerala,Small Business,2025-02-12
CUST0107,Customer_0107,Male,53,Bengaluru,Karnataka,Corporate,2023-08-06
CUST0108,Customer_0108,Female,48,Bengaluru,Karnataka,Small Business,2023-06-14
CUST0109,Customer_0109,Male,33,Ahmedabad,Gujarat,Small Business,2025-02-28
CUST0110,Customer_0110,Female,48,Mumbai,Maharashtra,Corporate,2023-09-17
CUST0111,Customer_0111,Male,37,Mumbai,Maharashtra,Consumer,2024-05-16
CUST0112,Customer_0112,Male,34,Jaipur,Rajasthan,Consumer,2025-05-29
CUST0113,Customer_0113,Male,40,Delhi,Delhi,Small Business,2024-08-23
CUST0114,Customer_0114,Female,31,Chennai,Tamil Nadu,Corporate,2025-01-18
CUST0115,Customer_0115,Female,21,Chennai,Tamil Nadu,Small Business,2024-02-08
CUST0116,Customer_0116,Male,33,Kochi,Kerala,Corporate,2023-10-31
CUST0117,Customer_0117,Male,24,Mumbai,Maharashtra,Consumer,2025-06-09
CUST0118,Customer_0118,Female,52,Delhi,Delhi,Corporate,2025-04-26
CUST0119,Customer_0119,Male,57,Ahmedabad,Gujarat,Small Business,2023-12-29
CUST0120,Customer_0120,Female,37,Ahmedabad,Gujarat,Consumer,2024-09-04
CUST0121,Customer_0121,Male,50,Delhi,Delhi,Consumer,2024-11-02
CUST0122,Customer_0122,Male,25,Mumbai,Maharashtra,Small Business,2024-09-01
CUST0123,Customer_0123,Female,30,Pune,Maharashtra,Corporate,2023-09-12
CUST0124,Customer_0124,Male,34,Bengaluru,Karnataka,Small Business,2024-11-29
CUST0125,Customer_0125,Male,52,Mumbai,Maharashtra,Consumer,2023-05-18
CUST0126,Customer_0126,Male,54,Hyderabad,Telangana,Corporate,2024-12-03
CUST0127,Customer_0127,Female,39,Hyderabad,Telangana,Consumer,2023-07-17
CUST0128,Customer_0128,Male,24,Pune,Maharashtra,Consumer,2024-12-14
CUST0129,Customer_0129,Female,35,Kochi,Kerala,Small Business,2024-11-01
CUST0130,Customer_0130,Male,48,Ahmedabad,Gujarat,Small Business,2024-05-14
CUST0131,Customer_0131,Male,30,Hyderabad,Telangana,Corporate,2024-10-12
CUST0132,Customer_0132,Male,50,Kolkata,West Bengal,Small Business,2025-02-12
CUST0133,Customer_0133,Female,49,Jaipur,Rajasthan,Consumer,2024-08-23
CUST0134,Customer_0134,Male,35,Hyderabad,Telangana,Small Business,2025-05-22
CUST0135,Customer_0135,Female,43,Kochi,Kerala,Corporate,2025-02-06
CUST0136,Customer_0136,Female,38,Chennai,Tamil Nadu,Corporate,2023-06-19
CUST0137,Customer_0137,Female,24,Delhi,Delhi,Corporate,2023-11-03
CUST0138,Customer_0138,Female,21,Chennai,Tamil Nadu,Small Business,2023-07-26
CUST0139,Customer_0139,Female,35,Chennai,Tamil Nadu,Small Business,2025-05-17
CUST0140,Customer_0140,Female,46,Bengaluru,Karnataka,Consumer,2023-06-20
CUST0141,Customer_0141,Female,55,Bengaluru,Karnataka,Consumer,2023-07-28
CUST0142,Customer_0142,Female,35,Bengaluru,Karnataka,Small Business,2025-03-09
CUST0143,Customer_0143,Female,34,Kochi,Kerala,Corporate,2023-04-09
CUST0144,Customer_0144,Female,46,Kochi,Kerala,Corporate,2025-03-18
CUST0145,Customer_0145,Male,47,Delhi,Delhi,Consumer,2025-04-05
CUST0146,Customer_0146,Female,46,Kochi,Kerala,Small Business,2024-05-25
CUST0147,Customer_0147,Female,26,Ahmedabad,Gujarat,Corporate,2023-07-06
CUST0148,Customer_0148,Male,54,Ahmedabad,Gujarat,Consumer,2025-01-06
CUST0149,Customer_0149,Male,52,Pune,Maharashtra,Small Business,2023-12-16
CUST0150,Customer_0150,Male,24,Pune,Maharashtra,Consumer,2024-02-03
CUST0151,Customer_0151,Female,52,Pune,Maharashtra,Corporate,2024-08-21
CUST0152,Customer_0152,Female,40,Chennai,Tamil Nadu,Corporate,2025-02-10
CUST0153,Customer_0153,Male,49,Kolkata,West Bengal,Consumer,2023-04-25
CUST0154,Customer_0154,Male,53,Hyderabad,Telangana,Small Business,2024-01-19
CUST0155,Customer_0155,Male,34,Bengaluru,Karnataka,Small Business,2024-10-04
CUST0156,Customer_0156,Female,23,Delhi,Delhi,Corporate,2025-01-13
CUST0157,Customer_0157,Male,48,Pune,Maharashtra,Consumer,2024-09-14
CUST0158,Customer_0158,Female,31,Hyderabad,Telangana,Consumer,2024-03-11
CUST0159,Customer_0159,Female,42,Mumbai,Maharashtra,Consumer,2023-08-08
CUST0160,Customer_0160,Male,36,Mumbai,Maharashtra,Small Business,2025-05-20
CUST0161,Customer_0161,Male,33,Delhi,Delhi,Corporate,2024-06-25
CUST0162,Customer_0162,Female,44,Kochi,Kerala,Corporate,2025-05-01
CUST0163,Customer_0163,Male,30,Chennai,Tamil Nadu,Corporate,2023-12-03
CUST0164,Customer_0164,Female,40,Bengaluru,Karnataka,Corporate,2023-03-01
CUST0165,Customer_0165,Female,46,Jaipur,Rajasthan,Consumer,2024-01-24
CUST0166,Customer_0166,Male,34,Kochi,Kerala,Small Business,2023-10-07
CUST0167,Customer_0167,Female,22,Mumbai,Maharashtra,Consumer,2025-03-19
CUST0168,Customer_0168,Male,53,Kolkata,West Bengal,Consumer,2023-07-14
CUST0169,Customer_0169,Male,45,Chennai,Tamil Nadu,Small Business,2024-11-01
CUST0170,Customer_0170,Female,54,Pune,Maharashtra,Corporate,2025-02-27
CUST0171,Customer_0171,Female,26,Hyderabad,Telangana,Consumer,2023-05-21
CUST0172,Customer_0172,Male,24,Ahmedabad,Gujarat,Consumer,2023-04-24
CUST0173,Customer_0173,Female,53,Delhi,Delhi,Small Business,2023-04-24
CUST0174,Customer_0174,Male,39,Pune,Maharashtra,Corporate,2024-10-30
CUST0175,Customer_0175,Female,38,Kolkata,West Bengal,Corporate,2025-01-16
CUST0176,Customer_0176,Male,37,Hyderabad,Telangana,Corporate,2024-12-19
CUST0177,Customer_0177,Male,43,Delhi,Delhi,Consumer,2024-12-19
CUST0178,Customer_0178,Male,34,Jaipur,Rajasthan,Small Business,2023-12-20
CUST0179,Customer_0179,Female,38,Chennai,Tamil Nadu,Consumer,2025-04-18
CUST0180,Customer_0180,Female,31,Hyderabad,Telangana,Corporate,2023-12-15
CUST0181,Customer_0181,Female,23,Mumbai,Maharashtra,Consumer,2024-05-31
CUST0182,Customer_0182,Female,29,Chennai,Tamil Nadu,Corporate,2023-11-29
CUST0183,Customer_0183,Female,59,Kochi,Kerala,Consumer,2025-01-04
CUST0184,Customer_0184,Male,47,Bengaluru,Karnataka,Corporate,2023-06-27
CUST0185,Customer_0185,Male,45,Delhi,Delhi,Corporate,2023-08-10
CUST0186,Customer_0186,Male,41,Hyderabad,Telangana,Consumer,2023-09-07
CUST0187,Customer_0187,Male,33,Pune,Maharashtra,Consumer,2025-04-21
CUST0188,Customer_0188,Male,32,Kochi,Kerala,Consumer,2024-04-20
CUST0189,Customer_0189,Female,45,Kochi,Kerala,Corporate,2024-03-24
CUST0190,Customer_0190,Male,31,Bengaluru,Karnataka,Small Business,2025-01-01
CUST0191,Customer_0191,Female,22,Bengaluru,Karnataka,Corporate,2024-09-23
CUST0192,Customer_0192,Female,25,Jaipur,Rajasthan,Corporate,2023-05-25
CUST0193,Customer_0193,Male,44,Bengaluru,Karnataka,Small Business,2024-08-10
CUST0194,Customer_0194,Male,52,Kolkata,West Bengal,Small Business,2025-03-17
CUST0195,Customer_0195,Male,35,Pune,Maharashtra,Corporate,2023-07-10
CUST0196,Customer_0196,Female,47,Bengaluru,Karnataka,Small Business,2023-05-26
CUST0197,Customer_0197,Male,43,Delhi,Delhi,Corporate,2024-07-25
CUST0198,Customer_0198,Female,44,Jaipur,Rajasthan,Small Business,2025-02-01
CUST0199,Customer_0199,Female,33,Jaipur,Rajasthan,Consumer,2023-02-22
CUST0200,Customer_0200,Male,39,Ahmedabad,Gujarat,Small Business,2023-12-16
CUST0201,Customer_0201,Male,38,Mumbai,Maharashtra,Consumer,2024-11-04
CUST0202,Customer_0202,Male,60,Kochi,Kerala,Small Business,2023-11-19
CUST0203,Customer_0203,Male,35,Ahmedabad,Gujarat,Small Business,2024-07-01
CUST0204,Customer_0204,Female,55,Pune,Maharashtra,Small Business,2023-07-28
CUST0205,Customer_0205,Female,37,Chennai,Tamil Nadu,Corporate,2023-04-07
CUST0206,Customer_0206,Male,36,Kolkata,West Bengal,Small Business,2024-09-03
CUST0207,Customer_0207,Female,39,Pune,Maharashtra,Small Business,2023-03-31
CUST0208,Customer_0208,Female,21,Bengaluru,Karnataka,Small Business,2023-07-28
CUST0209,Customer_0209,Female,48,Jaipur,Rajasthan,Small Business,2024-06-02
CUST0210,Customer_0210,Male,37,Kolkata,West Bengal,Small Business,2024-12-01
CUST0211,Customer_0211,Female,21,Chennai,Tamil Nadu,Small Business,2024-03-17
CUST0212,Customer_0212,Male,33,Pune,Maharashtra,Small Business,2024-01-21
CUST0213,Customer_0213,Male,52,Pune,Maharashtra,Corporate,2025-01-08
CUST0214,Customer_0214,Female,24,Kochi,Kerala,Small Business,2025-01-20
CUST0215,Customer_0215,Male,42,Delhi,Delhi,Small Business,2023-09-15
CUST0216,Customer_0216,Female,37,Kolkata,West Bengal,Small Business,2024-06-09
CUST0217,Customer_0217,Female,27,Chennai,Tamil Nadu,Corporate,2023-08-28
CUST0218,Customer_0218,Female,41,Mumbai,Maharashtra,Small Business,2023-06-25
CUST0219,Customer_0219,Female,23,Jaipur,Rajasthan,Consumer,2025-01-08
CUST0220,Customer_0220,Female,31,Ahmedabad,Gujarat,Corporate,2025-04-26
CUST0221,Customer_0221,Male,50,Kolkata,West Bengal,Consumer,2025-04-20
CUST0222,Customer_0222,Female,58,Chennai,Tamil Nadu,Corporate,2023-05-30
CUST0223,Customer_0223,Male,45,Ahmedabad,Gujarat,Corporate,2023-06-18
CUST0224,Customer_0224,Female,53,Bengaluru,Karnataka,Consumer,2024-11-19
CUST0225,Customer_0225,Male,23,Bengaluru,Karnataka,Consumer,2023-04-27
CUST0226,Customer_0226,Male,56,Kolkata,West Bengal,Corporate,2025-03-30
CUST0227,Customer_0227,Female,46,Ahmedabad,Gujarat,Consumer,2023-10-07
CUST0228,Customer_0228,Male,30,Jaipur,Rajasthan,Corporate,2024-08-12
CUST0229,Customer_0229,Female,41,Jaipur,Rajasthan,Consumer,2024-05-25
CUST0230,Customer_0230,Male,49,Ahmedabad,Gujarat,Corporate,2024-02-12
CUST0231,Customer_0231,Female,47,Pune,Maharashtra,Consumer,2024-09-24
CUST0232,Customer_0232,Male,36,Hyderabad,Telangana,Corporate,2025-03-01
CUST0233,Customer_0233,Male,35,Pune,Maharashtra,Small Business,2023-10-06
CUST0234,Customer_0234,Male,33,Kolkata,West Bengal,Corporate,2024-01-25
CUST0235,Customer_0235,Male,39,Delhi,Delhi,Small Business,2025-05-11
CUST0236,Customer_0236,Female,38,Ahmedabad,Gujarat,Consumer,2023-01-27
CUST0237,Customer_0237,Male,41,Bengaluru,Karnataka,Corporate,2024-05-24
CUST0238,Customer_0238,Female,54,Delhi,Delhi,Corporate,2024-02-04
CUST0239,Customer_0239,Female,32,Bengaluru,Karnataka,Small Business,2025-03-12
CUST0240,Customer_0240,Male,46,Bengaluru,Karnataka,Small Business,2023-07-25
CUST0241,Customer_0241,Male,52,Jaipur,Rajasthan,Consumer,2024-06-09
CUST0242,Customer_0242,Female,26,Jaipur,Rajasthan,Small Business,2025-02-09
CUST0243,Customer_0243,Male,33,Kolkata,West Bengal,Corporate,2025-01-02
CUST0244,Customer_0244,Male,34,Mumbai,Maharashtra,Consumer,2023-08-22
CUST0245,Customer_0245,Female,24,Chennai,Tamil Nadu,Corporate,2024-10-26
CUST0246,Customer_0246,Female,57,Kochi,Kerala,Consumer,2024-02-11
CUST0247,Customer_0247,Female,58,Kolkata,West Bengal,Corporate,2023-10-16
CUST0248,Customer_0248,Female,52,Hyderabad,Telangana,Corporate,2024-12-05
CUST0249,Customer_0249,Female,44,Kolkata,West Bengal,Corporate,2023-12-20
CUST0250,Customer_0250,Female,55,Pune,Maharashtra,Consumer,2023-01-26
CUST0251,Customer_0251,Male,41,Hyderabad,Telangana,Small Business,2024-05-11
CUST0252,Customer_0252,Female,58,Ahmedabad,Gujarat,Corporate,2024-12-28
CUST0253,Customer_0253,Male,40,Hyderabad,Telangana,Consumer,2023-09-26
CUST0254,Customer_0254,Female,57,Hyderabad,Telangana,Consumer,2023-05-16
CUST0255,Customer_0255,Female,45,Pune,Maharashtra,Small Business,2024-06-07
CUST0256,Customer_0256,Female,26,Jaipur,Rajasthan,Corporate,2023-08-19
CUST0257,Customer_0257,Female,54,Kolkata,West Bengal,Corporate,2024-12-11
CUST0258,Customer_0258,Male,37,Kolkata,West Bengal,Consumer,2024-04-30
CUST0259,Customer_0259,Male,36,Ahmedabad,Gujarat,Small Business,2024-10-10
CUST0260,Customer_0260,Female,31,Delhi,Delhi,Corporate,2023-08-11
CUST0261,Customer_0261,Female,21,Kolkata,West Bengal,Small Business,2024-08-17
CUST0262,Customer_0262,Male,25,Hyderabad,Telangana,Consumer,2024-05-06
CUST0263,Customer_0263,Female,29,Chennai,Tamil Nadu,Small Business,2023-09-24
CUST0264,Customer_0264,Male,33,Kochi,Kerala,Consumer,2023-08-18
CUST0265,Customer_0265,Male,41,Delhi,Delhi,Consumer,2025-05-23
CUST0266,Customer_0266,Male,39,Chennai,Tamil Nadu,Corporate,2023-05-14
CUST0267,Customer_0267,Male,45,Pune,Maharashtra,Corporate,2023-11-02
CUST0268,Customer_0268,Female,42,Mumbai,Maharashtra,Small Business,2025-06-08
CUST0269,Customer_0269,Male,36,Hyderabad,Telangana,Small Business,2025-06-16
CUST0270,Customer_0270,Male,35,Pune,Maharashtra,Small Business,2024-10-13
CUST0271,Customer_0271,Male,30,Kochi,Kerala,Small Business,2023-11-19
CUST0272,Customer_0272,Female,57,Hyderabad,Telangana,Consumer,2025-01-30
CUST0273,Customer_0273,Male,48,Ahmedabad,Gujarat,Corporate,2023-06-10
CUST0274,Customer_0274,Male,48,Jaipur,Rajasthan,Small Business,2023-06-08
CUST0275,Customer_0275,Female,42,Mumbai,Maharashtra,Corporate,2023-06-01
CUST0276,Customer_0276,Male,41,Bengaluru,Karnataka,Corporate,2024-07-25
CUST0277,Customer_0277,Male,22,Kolkata,West Bengal,Corporate,2023-05-08
CUST0278,Customer_0278,Male,32,Mumbai,Maharashtra,Consumer,2023-11-09
CUST0279,Customer_0279,Male,43,Delhi,Delhi,Corporate,2023-12-09
CUST0280,Customer_0280,Male,43,Chennai,Tamil Nadu,Small Business,2024-12-29
CUST0281,Customer_0281,Female,59,Ahmedabad,Gujarat,Consumer,2023-08-16
CUST0282,Customer_0282,Female,45,Kochi,Kerala,Consumer,2024-05-17
CUST0283,Customer_0283,Female,49,Bengaluru,Karnataka,Small Business,2023-12-28
CUST0284,Customer_0284,Male,45,Pune,Maharashtra,Corporate,2024-07-18
CUST0285,Customer_0285,Male,40,Bengaluru,Karnataka,Small Business,2023-07-22
CUST0286,Customer_0286,Female,54,Kochi,Kerala,Consumer,2025-04-18
CUST0287,Customer_0287,Male,55,Delhi,Delhi,Corporate,2024-01-18
CUST0288,Customer_0288,Female,32,Kochi,Kerala,Small Business,2024-10-13
CUST0289,Customer_0289,Male,49,Hyderabad,Telangana,Consumer,2024-02-02
CUST0290,Customer_0290,Female,22,Chennai,Tamil Nadu,Consumer,2024-12-02
CUST0291,Customer_0291,Male,25,Mumbai,Maharashtra,Small Business,2024-12-12
CUST0292,Customer_0292,Female,25,Kolkata,West Bengal,Corporate,2023-06-12
CUST0293,Customer_0293,Female,52,Hyderabad,Telangana,Corporate,2024-08-05
CUST0294,Customer_0294,Female,51,Kochi,Kerala,Small Business,2023-02-05
CUST0295,Customer_0295,Female,29,Kolkata,West Bengal,Small Business,2024-08-27
CUST0296,Customer_0296,Male,29,Hyderabad,Telangana,Consumer,2023-03-01
CUST0297,Customer_0297,Female,40,Pune,Maharashtra,Consumer,2025-03-06
CUST0298,Customer_0298,Male,25,Kolkata,West Bengal,Small Business,2024-01-01
CUST0299,Customer_0299,Male,47,Kochi,Kerala,Corporate,2023-09-23
CUST0300,Customer_0300,Female,24,Hyderabad,Telangana,Consumer,2024-03-20
CUST0301,Customer_0301,Male,25,Pune,Maharashtra,Corporate,2024-05-09
CUST0302,Customer_0302,Male,55,Jaipur,Rajasthan,Consumer,2023-12-25
CUST0303,Customer_0303,Female,40,Kochi,Kerala,Consumer,2025-05-29
CUST0304,Customer_0304,Male,27,Ahmedabad,Gujarat,Corporate,2023-09-27
CUST0305,Customer_0305,Female,42,Hyderabad,Telangana,Small Business,2025-05-17
CUST0306,Customer_0306,Female,40,Kolkata,West Bengal,Corporate,2023-01-17
CUST0307,Customer_0307,Male,27,Bengaluru,Karnataka,Consumer,2024-03-30
CUST0308,Customer_0308,Female,30,Delhi,Delhi,Small Business,2023-03-03
CUST0309,Customer_0309,Male,59,Chennai,Tamil Nadu,Corporate,2023-05-13
CUST0310,Customer_0310,Male,49,Jaipur,Rajasthan,Small Business,2023-05-03
CUST0311,Customer_0311,Female,23,Kochi,Kerala,Corporate,2023-06-13
CUST0312,Customer_0312,Female,39,Bengaluru,Karnataka,Corporate,2024-03-20
CUST0313,Customer_0313,Female,34,Pune,Maharashtra,Corporate,2025-05-24
CUST0314,Customer_0314,Male,41,Mumbai,Maharashtra,Consumer,2024-09-03
CUST0315,Customer_0315,Female,40,Ahmedabad,Gujarat,Consumer,2023-10-18
CUST0316,Customer_0316,Female,48,Kolkata,West Bengal,Small Business,2025-02-24
CUST0317,Customer_0317,Male,56,Kolkata,West Bengal,Corporate,2023-01-24
CUST0318,Customer_0318,Male,55,Mumbai,Maharashtra,Corporate,2024-02-04
CUST0319,Customer_0319,Female,26,Chennai,Tamil Nadu,Corporate,2025-06-14
CUST0320,Customer_0320,Male,28,Ahmedabad,Gujarat,Small Business,2024-01-11
CUST0321,Customer_0321,Female,38,Pune,Maharashtra,Consumer,2024-09-27
CUST0322,Customer_0322,Female,25,Mumbai,Maharashtra,Consumer,2024-11-19
CUST0323,Customer_0323,Male,23,Hyderabad,Telangana,Corporate,2024-10-18
CUST0324,Customer_0324,Male,54,Bengaluru,Karnataka,Small Business,2024-07-18
CUST0325,Customer_0325,Female,34,Kochi,Kerala,Corporate,2024-06-04
CUST0326,Customer_0326,Male,21,Kochi,Kerala,Corporate,2025-03-27
CUST0327,Customer_0327,Male,29,Kochi,Kerala,Corporate,2024-10-04
CUST0328,Customer_0328,Female,53,Hyderabad,Telangana,Small Business,2025-04-29
CUST0329,Customer_0329,Female,49,Ahmedabad,Gujarat,Consumer,2025-04-05
CUST0330,Customer_0330,Female,36,Pune,Maharashtra,Consumer,2023-07-29
