transaction_id,order_id,product_id,quantity,discount,amount
TXN000232,ORD00162,P003,2,0.15,5950.0
TXN000233,ORD00162,P007,1,0.1,1620.0
TXN000234,ORD00162,P010,2,0.0,28000.0
TXN000235,ORD00163,P006,1,0.0,15000.0
TXN000236,ORD00163,P008,1,0.15,1870.0
TXN000237,ORD00164,P010,3,0.05,39900.0
TXN000238,ORD00165,P003,1,0.02,3430.0
TXN000239,ORD00166,P008,1,0.08,2024.0
TXN000240,ORD00166,P011,1,0.05,20900.0
TXN000241,ORD00166,P007,1,0.05,1710.0
TXN000242,ORD00167,P001,1,0.1,58500.0
TXN000243,ORD00167,P007,1,0.02,1764.0
TXN000244,ORD00168,P008,1,0.15,1870.0
TXN000245,ORD00169,P002,1,0.15,23800.0
TXN000246,ORD00169,P005,1,0.02,11760.0
TXN000247,ORD00170,P002,1,0.0,28000.0
TXN000248,ORD00171,P012,2,0.02,8820.0
TXN000249,ORD00172,P004,3,0.02,52920.0
TXN000250,ORD00173,P010,3,0.08,38640.0
TXN000251,ORD00174,P011,1,0.08,20240.0
TXN000252,ORD00175,P003,2,0.08,6440.0
TXN000253,ORD00175,P006,3,0.02,44100.0
TXN000254,ORD00176,P009,1,0.0,1200.0
TXN000255,ORD00177,P009,4,0.0,4800.0
TXN000256,ORD00178,P006,5,0.15,63750.0
TXN000257,ORD00179,P009,2,0.1,2160.0
TXN000258,ORD00180,P001,1,0.02,63700.0
TXN000259,ORD00180,P009,4,0.0,4800.0
TXN000260,ORD00181,P007,1,0.05,1710.0
TXN000261,ORD00182,P008,2,0.1,3960.0
TXN000262,ORD00182,P002,2,0.08,51520.0
TXN000263,ORD00183,P006,1,0.15,12750.0
TXN000264,ORD00183,P009,2,0.1,2160.0
TXN000265,ORD00184,P006,4,0.08,55200.0
TXN000266,ORD00184,P009,2,0.15,2040.0
TXN000267,ORD00185,P005,2,0.15,20400.0
TXN000268,ORD00185,P012,1,0.02,4410.0
TXN000269,ORD00186,P006,2,0.02,29400.0
TXN000270,ORD00187,P001,4,0.05,247000.0
TXN000271,ORD00188,P006,1,0.15,12750.0
TXN000272,ORD00188,P002,2,0.15,47600.0
TXN000273,ORD00189,P006,2,0.1,27000.0
TXN000274,ORD00190,P008,1,0.15,1870.0
TXN000275,ORD00190,P004,4,0.1,64800.0
TXN000276,ORD00191,P005,1,0.08,11040.0
TXN000277,ORD00192,P001,4,0.05,247000.0
TXN000278,ORD00193,P002,1,0.0,28000.0
TXN000279,ORD00194,P004,2,0.0,36000.0
TXN000280,ORD00195,P011,1,0.02,21560.0
TXN000281,ORD00196,P002,4,0.1,100800.0
TXN000282,ORD00197,P001,3,0.1,175500.0
TXN000283,ORD00198,P010,1,0.15,11900.0
TXN000284,ORD00198,P005,2,0.05,22800.0
TXN000285,ORD00199,P011,2,0.15,37400.0
TXN000286,ORD00199,P003,3,0.08,9660.0
TXN000287,ORD00199,P009,1,0.05,1140.0
TXN000288,ORD00200,P011,1,0.08,20240.0
TXN000289,ORD00201,P005,4,0.08,44160.0
TXN000290,ORD00202,P001,1,0.05,61750.0
TXN000291,ORD00203,P007,2,0.05,3420.0
TXN000292,ORD00204,P005,5,0.0,60000.0
TXN000293,ORD00205,P009,2,0.08,2208.0
TXN000294,ORD00206,P005,3,0.08,33120.0
TXN000295,ORD00207,P007,1,0.15,1530.0
TXN000296,ORD00208,P007,1,0.0,1800.0
TXN000297,ORD00208,P002,2,0.1,50400.0
TXN000298,ORD00209,P001,1,0.1,58500.0
TXN000299,ORD00210,P005,2,0.08,22080.0
TXN000300,ORD00211,P004,1,0.05,17100.0
TXN000301,ORD00212,P001,1,0.15,55250.0
TXN000302,ORD00213,P005,1,0.05,11400.0
TXN000303,ORD00214,P003,1,0.1,3150.0
TXN000304,ORD00214,P001,3,0.0,195000.0
TXN000305,ORD00215,P005,2,0.0,24000.0
TXN000306,ORD00215,P008,1,0.02,2156.0
TXN000307,ORD00215,P001,2,0.02,127400.0
TXN000308,ORD00216,P001,4,0.15,221000.0
TXN000309,ORD00216,P012,1,0.1,4050.0
TXN000310,ORD00217,P011,1,0.05,20900.0
TXN000311,ORD00217,P005,2,0.1,21600.0
TXN000312,ORD00217,P001,1,0.02,63700.0
TXN000313,ORD00218,P011,2,0.15,37400.0
TXN000314,ORD00219,P002,2,0.05,53200.0
TXN000315,ORD00219,P012,1,0.0,4500.0
TXN000316,ORD00220,P011,1,0.1,19800.0
TXN000317,ORD00221,P001,4,0.08,239200.0
TXN000318,ORD00222,P012,5,0.1,20250.0
TXN000319,ORD00222,P002,1,0.0,28000.0
TXN000320,ORD00223,P007,1,0.08,1656.0
TXN000321,ORD00223,P011,4,0.02,86240.0
TXN000322,ORD00224,P007,2,0.1,3240.0
TXN000323,ORD00225,P001,1,0.15,55250.0
TXN000324,ORD00226,P008,3,0.1,5940.0
TXN000325,ORD00227,P003,3,0.15,8925.0
TXN000326,ORD00228,P011,3,0.1,59400.0
TXN000327,ORD00229,P002,1,0.0,28000.0
TXN000328,ORD00229,P005,1,0.15,10200.0
TXN000329,ORD00230,P001,2,0.1,117000.0
TXN000330,ORD00231,P001,3,0.1,175500.0
TXN000331,ORD00231,P009,2,0.15,2040.0
TXN000332,ORD00232,P008,1,0.08,2024.0
TXN000333,ORD00233,P007,4,0.1,6480.0
TXN000334,ORD00233,P004,2,0.15,30600.0
TXN000335,ORD00234,P004,2,0.1,32400.0
TXN000336,ORD00235,P002,4,0.05,106400.0
TXN000337,ORD00236,P004,1,0.02,17640.0
TXN000338,ORD00237,P003,2,0.0,7000.0
TXN000339,ORD00238,P004,1,0.15,15300.0
TXN000340,ORD00239,P002,1,0.05,26600.0
TXN000341,ORD00240,P001,2,0.0,130000.0
TXN000342,ORD00241,P009,3,0.05,3420.0
TXN000343,ORD00241,P006,3,0.08,41400.0
TXN000344,ORD00242,P010,1,0.02,13720.0
TXN000345,ORD00242,P007,2,0.15,3060.0
TXN000346,ORD00243,P009,3,0.0,3600.0
TXN000347,ORD00244,P008,1,0.0,2200.0
TXN000348,ORD00244,P001,1,0.1,58500.0
TXN000349,ORD00245,P011,1,0.08,20240.0
TXN000350,ORD00245,P002,2,0.08,51520.0
TXN000351,ORD00246,P008,4,0.0,8800.0
TXN000352,ORD00247,P002,2,0.08,51520.0
TXN000353,ORD00247,P006,1,0.05,14250.0
TXN000354,ORD00248,P007,1,0.0,1800.0
TXN000355,ORD00249,P001,1,0.15,55250.0
TXN000356,ORD00250,P009,3,0.08,3312.0
TXN000357,ORD00251,P006,1,0.05,14250.0
TXN000358,ORD00252,P001,1,0.05,61750.0
TXN000359,ORD00253,P004,2,0.15,30600.0
TXN000360,ORD00254,P001,2,0.02,127400.0
TXN000361,ORD00254,P007,1,0.1,1620.0
TXN000362,ORD00255,P011,3,0.05,62700.0
TXN000363,ORD00255,P006,2,0.08,27600.0
TXN000364,ORD00256,P012,1,0.15,3825.0
TXN000365,ORD00257,P003,3,0.08,9660.0
TXN000366,ORD00258,P003,2,0.05,6650.0
TXN000367,ORD00258,P012,1,0.1,4050.0
TXN000368,ORD00259,P004,1,0.08,16560.0
TXN000369,ORD00260,P010,1,0.02,13720.0
TXN000370,ORD00261,P006,3,0.02,44100.0
TXN000371,ORD00261,P001,4,0.1,234000.0
TXN000372,ORD00262,P004,1,0.15,15300.0
TXN000373,ORD00263,P010,1,0.0,14000.0
TXN000374,ORD00263,P009,1,0.02,1176.0
TXN000375,ORD00264,P002,3,0.15,71400.0
TXN000376,ORD00265,P009,1,0.05,1140.0
TXN000377,ORD00266,P001,3,0.02,191100.0
TXN000378,ORD00267,P007,4,0.0,7200.0
TXN000379,ORD00268,P001,1,0.15,55250.0
TXN000380,ORD00269,P008,1,0.0,2200.0
TXN000381,ORD00270,P012,2,0.15,7650.0
TXN000382,ORD00271,P012,3,0.15,11475.0
TXN000383,ORD00272,P002,2,0.08,51520.0
TXN000384,ORD00272,P011,1,0.1,19800.0
TXN000385,ORD00273,P008,1,0.02,2156.0
TXN000386,ORD00274,P008,1,0.15,1870.0
TXN000387,ORD00275,P006,1,0.1,13500.0
TXN000388,ORD00275,P012,2,0.1,8100.0
TXN000389,ORD00275,P007,4,0.02,7056.0
TXN000390,ORD00276,P002,1,0.02,27440.0
TXN000391,ORD00277,P012,1,0.0,4500.0
TXN000392,ORD00278,P012,2,0.1,8100.0
TXN000393,ORD00279,P009,1,0.1,1080.0
TXN000394,ORD00280,P001,1,0.02,63700.0
TXN000395,ORD00280,P007,1,0.02,1764.0
TXN000396,ORD00281,P012,1,0.0,4500.0
TXN000397,ORD00282,P008,1,0.05,2090.0
TXN000398,ORD00282,P009,1,0.15,1020.0
TXN000399,ORD00283,P003,1,0.02,3430.0
TXN000400,ORD00283,P001,1,0.1,58500.0
TXN000401,ORD00283,P004,4,0.0,72000.0
TXN000402,ORD00284,P007,2,0.0,3600.0
TXN000403,ORD00284,P012,1,0.1,4050.0
TXN000404,ORD00285,P006,2,0.02,29400.0
TXN000405,ORD00286,P011,2,0.0,44000.0
TXN000406,ORD00286,P005,2,0.0,24000.0
TXN000407,ORD00287,P006,1,0.05,14250.0
TXN000408,ORD00288,P011,1,0.08,20240.0
TXN000409,ORD00288,P001,1,0.15,55250.0
TXN000410,ORD00289,P006,3,0.08,41400.0
TXN000411,ORD00290,P002,2,0.15,47600.0
TXN000412,ORD00290,P006,2,0.15,25500.0
TXN000413,ORD00291,P008,1,0.05,2090.0
TXN000414,ORD00291,P002,1,0.0,28000.0
TXN000415,ORD00292,P011,4,0.1,79200.0
TXN000416,ORD00292,P005,2,0.1,21600.0
TXN000417,ORD00293,P004,1,0.0,18000.0
TXN000418,ORD00294,P008,4,0.15,7480.0
TXN000419,ORD00295,P001,3,0.05,185250.0
TXN000420,ORD00296,P001,3,0.1,175500.0
TXN000421,ORD00296,P010,1,0.08,12880.0
TXN000422,ORD00297,P012,4,0.1,16200.0
TXN000423,ORD00297,P010,1,0.05,13300.0
TXN000424,ORD00298,P008,3,0.08,6072.0
TXN000425,ORD00298,P002,2,0.1,50400.0
TXN000426,ORD00299,P009,1,0.1,1080.0
TXN000427,ORD00300,P006,1,0.02,14700.0
TXN000428,ORD00301,P007,3,0.0,5400.0
TXN000429,ORD00302,P008,2,0.02,4312.0
TXN000430,ORD00303,P006,3,0.02,44100.0
TXN000431,ORD00304,P008,1,0.08,2024.0
TXN000432,ORD00305,P001,2,0.08,119600.0
TXN000433,ORD00305,P004,1,0.02,17640.0
TXN000434,ORD00305,P011,1,0.15,18700.0
TXN000435,ORD00306,P006,1,0.08,13800.0
TXN000436,ORD00306,P012,2,0.05,8550.0
TXN000437,ORD00307,P005,3,0.15,30600.0
TXN000438,ORD00308,P002,1,0.0,28000.0
TXN000439,ORD00309,P010,1,0.15,11900.0
TXN000440,ORD00310,P010,1,0.05,13300.0
TXN000441,ORD00311,P008,1,0.15,1870.0
TXN000442,ORD00312,P004,4,0.0,72000.0
TXN000443,ORD00313,P011,2,0.0,44000.0
TXN000444,ORD00314,P008,1,0.08,2024.0
TXN000445,ORD00314,P012,1,0.08,4140.0
TXN000446,ORD00315,P002,3,0.02,82320.0
TXN000447,ORD00316,P005,3,0.08,33120.0
TXN000448,ORD00317,P003,3,0.0,10500.0
TXN000449,ORD00317,P009,1,0.02,1176.0
TXN000450,ORD00318,P010,4,0.0,56000.0
TXN000451,ORD00318,P004,1,0.1,16200.0
TXN000452,ORD00319,P005,3,0.15,30600.0
TXN000453,ORD00319,P010,1,0.08,12880.0
TXN000454,ORD00320,P006,1,0.0,15000.0
TXN000455,ORD00321,P003,1,0.08,3220.0
TXN000456,ORD00321,P005,3,0.05,34200.0
TXN000457,ORD00322,P010,1,0.15,11900.0
TXN000458,ORD00323,P010,1,0.0,14000.0
TXN000459,ORD00323,P004,2,0.15,30600.0
TXN000460,ORD00324,P012,2,0.05,8550.0
TXN000461,ORD00325,P005,1,0.05,11400.0
TXN000462,ORD00326,P007,3,0.1,4860.0
TXN000463,ORD00327,P003,1,0.15,2975.0
TXN000464,ORD00328,P007,1,0.15,1530.0
TXN000465,ORD00329,P002,2,0.05,53200.0
TXN000466,ORD00330,P006,1,0.15,12750.0
TXN000467,ORD00331,P002,1,0.05,26600.0
TXN000468,ORD00331,P008,2,0.0,4400.0
TXN000469,ORD00332,P001,5,0.08,299000.0
TXN000470,ORD00333,P004,2,0.0,36000.0
TXN000471,ORD00333,P005,2,0.0,24000.0
TXN000472,ORD00334,P008,2,0.0,4400.0
TXN000473,ORD00334,P001,1,0.15,55250.0
TXN000474,ORD00335,P006,4,0.05,57000.0
TXN000475,ORD00336,P004,4,0.1,64800.0
TXN000476,ORD00336,P001,1,0.05,61750.0
TXN000477,ORD00337,P009,1,0.05,1140.0
TXN000478,ORD00338,P010,2,0.02,27440.0
TXN000479,ORD00338,P011,3,0.08,60720.0
TXN000480,ORD00339,P003,3,0.15,8925.0
TXN000481,ORD00340,P004,2,0.0,36000.0
TXN000482,ORD00340,P010,3,0.05,39900.0
TXN000483,ORD00341,P002,2,0.02,54880.0
TXN000484,ORD00342,P012,1,0.1,4050.0
TXN000485,ORD00343,P008,1,0.02,2156.0
TXN000486,ORD00344,P002,1,0.0,28000.0
TXN000487,ORD00344,P012,2,0.08,8280.0
TXN000488,ORD00345,P007,1,0.08,1656.0
TXN000489,ORD00346,P007,1,0.08,1656.0
TXN000490,ORD00347,P002,2,0.15,47600.0
TXN000491,ORD00348,P009,4,0.1,4320.0
TXN000492,ORD00349,P001,1,0.0,65000.0
TXN000493,ORD00350,P012,2,0.0,9000.0
TXN000494,ORD00351,P002,1,0.1,25200.0
TXN000495,ORD00352,P005,1,0.05,11400.0
TXN000496,ORD00353,P001,1,0.08,59800.0
TXN000497,ORD00354,P007,1,0.0,1800.0
TXN000498,ORD00355,P008,2,0.02,4312.0
TXN000499,ORD00356,P006,2,0.1,27000.0
TXN000500,ORD00356,P003,1,0.02,3430.0
TXN000501,ORD00357,P006,3,0.1,40500.0
TXN000502,ORD00358,P008,2,0.05,4180.0
TXN000503,ORD00359,P004,2,0.08,33120.0
TXN000504,ORD00360,P008,2,0.05,4180.0
TXN000505,ORD00361,P011,3,0.08,60720.0
TXN000506,ORD00361,P007,1,0.08,1656.0
TXN000507,ORD00362,P011,1,0.15,18700.0
TXN000508,ORD00363,P001,2,0.02,127400.0
TXN000509,ORD00364,P005,2,0.15,20400.0
TXN000510,ORD00365,P012,3,0.02,13230.0
TXN000511,ORD00365,P004,3,0.15,45900.0
TXN000512,ORD00366,P002,1,0.02,27440.0
TXN000513,ORD00367,P005,1,0.08,11040.0
TXN000514,ORD00368,P010,1,0.1,12600.0
TXN000515,ORD00368,P012,1,0.0,4500.0
TXN000516,ORD00369,P011,1,0.15,18700.0
TXN000517,ORD00369,P001,3,0.1,175500.0
TXN000518,ORD00369,P007,1,0.1,1620.0
TXN000519,ORD00370,P009,3,0.15,3060.0
TXN000520,ORD00371,P009,3,0.1,3240.0
TXN000521,ORD00372,P003,1,0.05,3325.0
TXN000522,ORD00373,P007,2,0.05,3420.0
TXN000523,ORD00374,P003,3,0.15,8925.0
TXN000524,ORD00375,P005,1,0.05,11400.0
TXN000525,ORD00376,P008,3,0.08,6072.0
TXN000526,ORD00377,P004,3,0.02,52920.0
TXN000527,ORD00377,P008,2,0.08,4048.0
TXN000528,ORD00377,P010,1,0.0,14000.0
TXN000529,ORD00378,P007,1,0.0,1800.0
TXN000530,ORD00379,P010,2,0.02,27440.0
TXN000531,ORD00380,P007,2,0.0,3600.0
TXN000532,ORD00380,P001,2,0.08,119600.0
TXN000533,ORD00381,P007,1,0.05,1710.0
TXN000534,ORD00382,P012,3,0.1,12150.0
TXN000535,ORD00382,P009,1,0.15,1020.0
TXN000536,ORD00383,P010,1,0.08,12880.0
